id,client_id,order_day,category_id,category_name,good_id,good_name,good_price,good_cnt,gender_cd,age,education_level,city_nm,monthly_income_amt,steam_popularity_score
1500370066,5-27WMAK8S6,2022-10-30,28568,Инди,1277539,Distrust,41.85,1.0,M,27,GRD,Санкт-Петербург,-135855,0.0
1500683600,5-31OH6U9X9,2023-09-12,28577,Экшн,1134368,BlackSmith HIT,29.0,1.0,M,29,SCH,Санкт-Петербург,74000,0.0
1500537349,5-1O4N2MK1T,2023-04-09,28577,Экшн,848678,RESIDENT EVIL 2 - Deluxe Edition,679.0,1.0,M,24,SCH,Москва,78800,0.0
1500384613,5-BB2M3FCZ,2022-11-15,28562,Приключения,848214,Chicken Police,269.4,1.0,M,29,GRD,Екатеринбург,80000,0.0
1500576638,5-1TM8CR6HX,2023-05-27,28555,Стратегии,1446215,Solasta: Crown of the Magister - Inner Strength - DLC,146.25,1.0,M,33,UGR,Красноярск,86000,0.0
1500317962,5-31OKVBJXB,2022-08-22,29688,Скидки,890087,Edna & Harvey: Harvey's New Eyes,29.9,1.0,M,16,SCH,Красноярск,163599,0.0
1500468237,5-16JC0PU4V,2023-02-04,28578,Шутеры,848666,Resident Evil 7,329.0,1.0,M,21,SCH,Санкт-Петербург,50000,0.0
1500729494,5-1HU2D77JE,2023-10-03,28562,Приключения,848666,Resident Evil 7,329.67,1.0,M,23,UGR,Екатеринбург,26000,0.0
1500647921,5-2TQ8KHGWJ,2023-08-18,28568,Инди,1618001,Shadows of Doubt,710.0,1.0,M,16,GRD,Санкт-Петербург,-4110,39.0
1500442414,5-30FPQCHHL,2023-01-04,28568,Инди,1204919,Lost Ruins,457.6,1.0,M,34,SCH,Москва,62000,2739.0
1500536268,5-2JL6NN3UP,2023-04-08,33164,Бестселлеры,1587434,Карта оплаты Xbox Game Pass Ultimate на 1 месяц,882.55,1.0,M,41,UGR,Санкт-Петербург,62000,0.0
1500395248,5-22IBTMQRG,2022-11-24,28574,Ролевые (RPG),1091763,Ashen,292.5,1.0,M,32,GRD,Москва,62000,0.0
1500276541,5-DA4WF05R,2022-06-16,28579,Гонки,880501,Absolute Drift,111.6,1.0,M,23,UGR,Москва,134000,0.0
1500345041,1-D7LKN3T,2022-09-24,28562,Приключения,890259,Deponia,24.9,1.0,M,36,UGR,Москва,26000,3258.0
1500650197,5-2J3PWCB2C,2023-08-21,28562,Приключения,1124321,Heavy Rain,312.8,1.0,M,33,GRD,Москва,50000,2421.0
1500367844,5-32V7P4JWC,2022-10-27,28555,Стратегии,1277555,Rise of Industry,279.65,1.0,M,46,UGR,Омск,91471,3035.0
1500353393,5-30B4DH9LO,2022-10-08,28581,Файтинги,847689,TEKKEN 7,239.0,1.0,M,25,GRD,Москва,110000,162.0
1500284094,5-2ENPQUQY6,2022-06-28,28568,Инди,1314503,Neon White,550.0,1.0,M,32,SCH,Санкт-Петербург,292651,1676.0
1500733560,7-3KV6QN0EZ,2023-10-08,28574,Ролевые (RPG),1726401,Deck of Ashes - Tome Of Dimensions - DLC,96.25,1.0,M,20,GRD,Москва,54501,0.0
1500425126,5-L64LQSC3,2022-12-23,28577,Экшн,1423444,Elden Ring,2799.3,1.0,M,32,UGR,Санкт-Петербург,141200,0.0
1500649093,5-2KGJ5BJ8N,2023-08-20,28561,Хоррор,848916,Alan Wake’s American Nightmare,205.0,1.0,M,32,GRD,Москва,50000,0.0
1500533750,5-32CC942YU,2023-04-06,28577,Экшн,1123760,VCB: Why City 4k,12.99,1.0,M,18,SCH,Санкт-Петербург,40400,0.0
1500738757,5-15J6TWBSV,2023-10-15,28577,Экшн,847665,Furi,174.0,1.0,M,18,SCH,Волгоград,4400,0.0
1500420796,5-MAMBRZAS,2022-12-19,28565,Симуляторы,1448439,Cities: Skylines - Content Creator Pack: Skyscrapers - DLC,154.0,1.0,M,40,GRD,Казань,350000,0.0
1500647235,5-2U5V8L1DZ,2023-08-17,28578,Шутеры,1696113,KovaaK’s Tracking Trainer - DLC,73.15,1.0,M,19,UGR,Санкт-Петербург,33200,0.0
1500415323,5-3C5VKEL2H,2022-12-14,28562,Приключения,1127136,Noise,7.25,1.0,M,18,UGR,Новосибирск,24499,0.0
1500544778,5-2IXPCYI04,2023-04-18,28574,Ролевые (RPG),1587440,Elden Ring - Deluxe Edition,3709.3,1.0,M,22,SCH,Уфа,-6520,0.0
1500469223,5-2IMRERRVD,2023-02-05,28577,Экшн,848666,Resident Evil 7,329.0,1.0,M,22,UGR,Нижний Новгород,184658,0.0
1500565996,5-ALIWHQQB,2023-05-16,28565,Симуляторы,1134495,Crusader Kings III: Royal Court - DLC,1100.0,1.0,M,36,GRD,Москва,106400,0.0
1500489317,5-2QEDP45DR,2023-02-22,29688,Скидки,848666,Resident Evil 7,329.0,1.0,M,18,GRD,Москва,110000,0.0
1500286303,5-2ORZSWKXY,2022-07-01,28577,Экшн,848829,Hitman: Absolution,59.85,1.0,M,17,GRD,Москва,-137027,1323.0
1500518799,5-2ZXB01DJY,2023-03-16,28568,Инди,1533534,Hatred,61.6,1.0,M,17,UGR,Санкт-Петербург,57961,2426.0
1500595304,5-2J0O74LZ8,2023-06-17,28561,Хоррор,848261,Alone in the Dark Anthology,69.8,1.0,M,36,GRD,Волгоград,26000,0.0
1500254851,5-2UQ6NJABV,2022-05-08,28565,Симуляторы,1124008,Train Simulator 2021 - Deluxe Edition,372.0,1.0,M,20,SCH,Красноярск,98000,0.0
1500697272,5-29RZF6NLD,2023-09-23,28568,Инди,1671743,Totally Accurate Battle Simulator,304.5,1.0,M,18,GRD,Москва,-70973,269.0
1500488866,5-2QEDP45DR,2023-02-22,28578,Шутеры,848666,Resident Evil 7,329.0,1.0,M,18,SCH,Москва,110000,0.0
1500269880,5-2VVNUKQGU,2022-06-02,28562,Приключения,848907,Beholder,239.0,1.0,M,16,UGR,Москва,126745,2204.0
1500359681,5-1ONL4I5HF,2022-10-16,30659,Казуальные игры,1340422,House Flipper - Pets - DLC,360.0,1.0,F,20,SCH,Москва,44000,0.0
1500576545,5-2JAHH7WM0,2023-05-27,28562,Приключения,848666,Resident Evil 7,329.67,1.0,M,20,GRD,Омск,82939,0.0
1500613927,5-38MJ6K8OX,2023-07-07,28577,Экшн,890139,CryoFall,99.0,1.0,M,17,SCH,Екатеринбург,-19815,1058.0
1500540637,5-IM3PDSLU,2023-04-12,28555,Стратегии,847684,Stellaris: Nemesis - DLC,568.0,1.0,M,23,SCH,Москва,44000,0.0
1500561989,5-28C36JBKR,2023-05-12,28577,Экшн,848678,RESIDENT EVIL 2 - Deluxe Edition,759.6,1.0,M,20,UGR,Санкт-Петербург,44000,0.0
1500338809,5-352SM75BO,2022-09-16,28579,Гонки,847717,Wreckfest,479.6,1.0,M,17,SCH,Воронеж,26572,710.0
1500333109,5-14F4MI01P,2022-09-10,28574,Ролевые (RPG),849186,Tyranny - Bastard's Wound - DLC,349.0,1.0,M,31,GRD,Москва,110000,0.0
1500585718,5-279INV7WV,2023-06-06,28562,Приключения,848666,Resident Evil 7,329.67,1.0,M,21,SCH,Ростов-на-Дону,44000,0.0
1500607523,5-32IQCKSGW,2023-06-30,28577,Экшн,1565736,Dead Cells: Return to Castlevania - DLC,385.0,1.0,M,24,GRD,Москва,20000,0.0
1500333528,1-1AJFCHX,2022-09-11,28555,Стратегии,849231,Stellaris: Utopia - DLC,419.0,1.0,M,36,UGR,Москва,230000,0.0
1500350766,5-2XF805EEH,2022-10-04,29688,Скидки,848316,Little Nightmares II - Deluxe Edition,769.0,1.0,M,21,GRD,Москва,32000,0.0
1500251226,5-V12WLSSU,2022-05-02,28578,Шутеры,1124046,Forgive Me Father,499.0,1.0,M,24,UGR,Москва,76400,0.0
1500654398,5-7IIKARFL,2023-08-27,28555,Стратегии,1685578,Jagged Alliance 3,1999.0,1.0,M,32,GRD,Пермь,86000,802.0
1500492684,5-31QHN5LW9,2023-02-24,28577,Экшн,848478,Urban Trial Freestyle,16.9,1.0,M,13,UGR,Санкт-Петербург,-136882,0.0
1500565547,5-1LTKRLLME,2023-05-16,29688,Скидки,1587434,Карта оплаты Xbox Game Pass Ultimate на 1 месяц,882.55,1.0,M,28,SCH,Самара,102800,0.0
1500375468,5-2TZ720UA5,2022-11-05,28561,Хоррор,1127136,Noise,7.25,1.0,M,22,UGR,Новосибирск,22400,0.0
1500289730,5-39A2JMRR,2022-07-05,28577,Экшн,848849,MechWarrior 5: Mercenaries,345.05,1.0,M,33,GRD,Нижний Новгород,122000,413.0
1500741327,5-2IZPP6OUA,2023-10-19,28577,Экшн,849252,RESIDENT EVIL 2,639.6,1.0,M,36,SCH,Москва,50000,0.0
1500258250,5-2I7UCMK73,2022-05-14,28555,Стратегии,1275993,Stellaris: Overlord Expansion Pack - DLC,435.0,1.0,M,29,UGR,Москва,193630,0.0
1500234675,5-1N44L9W0Z,2022-04-02,28574,Ролевые (RPG),847625,Kingdoms of Amalur: Re-Reckoning - FATE EDITION,1195.71,1.0,M,30,GRD,Санкт-Петербург,18560,0.0
1500542214,5-1N04I2A3F,2023-04-14,28562,Приключения,1123760,VCB: Why City 4k,12.99,1.0,M,26,SCH,Новосибирск,94400,0.0
1500418714,5-ZXSA6AMQ,2022-12-16,28555,Стратегии,847650,Cities: Skylines - Sunny Breeze Radio - DLC,102.0,1.0,M,26,GRD,Ростов-на-Дону,26000,0.0
1500254761,5-26N5YNJ12,2022-05-08,28577,Экшн,847546,Squad,1099.0,1.0,M,28,UGR,Краснодар,-43573,77.0
1500311219,5-1MH9CFGIP,2022-08-10,28578,Шутеры,1124088,SUPERHOT VR,699.0,1.0,M,20,GRD,Москва,89000,0.0
1500495074,5-378VL8LYC,2023-02-26,28574,Ролевые (RPG),1134397,Kingdom Come: Deliverance - Royal DLC Package - DLC,399.0,1.0,M,23,UGR,Новосибирск,26000,0.0
1500248856,5-2Q2G28OY5,2022-04-29,28577,Экшн,847741,METAL GEAR SOLID V: The Definitive Experience,999.01,1.0,M,21,SCH,Волгоград,5600,0.0
1500738689,5-27J30CU69,2023-10-15,28562,Приключения,1717753,The Dark Pictures Anthology: Season One,4199.0,1.0,F,23,GRD,Москва,71552,0.0
1500532297,5-3FDIX46QA,2023-04-05,28561,Хоррор,1423449,The Dark Pictures Anthology: House of Ashes,624.5,1.0,M,19,SCH,Санкт-Петербург,44000,2883.0
1500514649,5-3EFB8ISHS,2023-03-11,28579,Гонки,1123873,Bus Driver Simulator - European Minibus - DLC,14.9,1.0,M,34,GRD,Санкт-Петербург,50000,0.0
1500577140,5-JZ18W04A,2023-05-27,28568,Инди,1123860,Florence,76.5,1.0,M,19,GRD,Москва,56000,0.0
1500604372,5-TAN15R9Q,2023-06-27,28562,Приключения,1423449,The Dark Pictures Anthology: House of Ashes,1249.0,1.0,F,25,GRD,Москва,49027,2883.0
1500440928,5-1QQV0BMZ5,2023-01-02,30659,Казуальные игры,1123721,If Found...,159.5,1.0,M,23,GRD,Санкт-Петербург,50000,0.0
1500563219,5-1KJYG6X3V,2023-05-13,28562,Приключения,1434708,Pathfinder: Wrath of the Righteous - Season Pass 2 - DLC,719.2,1.0,M,33,UGR,Нижний Новгород,20000,0.0
1500565832,5-2J516JZ4R,2023-05-16,28577,Экшн,848666,Resident Evil 7,329.67,1.0,M,24,GRD,Екатеринбург,14000,0.0
1500644018,5-1YLZ0QLDF,2023-08-13,28565,Симуляторы,1717757,I Am Future: Cozy Apocalypse Survival,495.0,1.0,M,27,UGR,Москва,56000,0.0
1500627048,5-35DUBJ26K,2023-07-26,28574,Ролевые (RPG),1423444,Elden Ring,3999.0,1.0,M,21,UGR,Воронеж,50000,0.0
1500297653,5-I5TUG014,2022-07-18,28568,Инди,887304,Nova Drift,360.0,1.0,M,28,UGR,Санкт-Петербург,50000,1779.0
1500497172,5-2DHTO3PF8,2023-02-28,28578,Шутеры,848666,Resident Evil 7,329.0,1.0,M,23,UGR,Санкт-Петербург,36440,0.0
1500536281,5-5R5BC8XP,2023-04-08,28562,Приключения,848666,Resident Evil 7,329.0,1.0,M,28,SCH,Казань,44000,0.0
1500695942,5-HSD8NZ1V,2023-09-21,29688,Скидки,1636714,Remember Me,578.88,1.0,M,29,GRD,Челябинск,170000,2991.0
1500478102,1-CVFX1BW,2023-02-14,28568,Инди,1407031,The Life and Suffering of Sir Brante,599.0,1.0,M,34,GRD,Краснодар,220729,2593.0
1500409388,5-S8H1TTLE,2022-12-07,28578,Шутеры,1124205,Deadly 30,19.8,1.0,M,19,SCH,Уфа,26000,0.0
1500458838,5-ECBD3TQ5,2023-01-23,28562,Приключения,890255,Sable,297.0,1.0,F,29,SCH,Москва,-10000,0.0
1500375654,5-36IAPHHUL,2022-11-05,29688,Скидки,848666,Resident Evil 7,340.0,1.0,M,15,UGR,Москва,87752,0.0
1500572160,5-JZ18W04A,2023-05-23,28574,Ролевые (RPG),1269477,Dead Cells: The Queen and the Sea - DLC,106.4,1.0,M,19,UGR,Москва,56000,0.0
1500619305,5-1JACS71D6,2023-07-13,28574,Ролевые (RPG),847903,Titan Quest: Ragnarok - DLC,162.25,1.0,M,35,GRD,Самара,115406,0.0
1500570250,5-1WQNF3RV5,2023-05-20,28577,Экшн,1436302,ONE PIECE: PIRATE WARRIORS 4 - Deluxe Edition,494.85,1.0,M,22,SCH,Москва,21200,0.0
1500557320,5-35C0RNZGE,2023-05-06,28555,Стратегии,1400123,Stellaris: Toxoids Species Pack - DLC,385.0,1.0,M,16,GRD,Волгоград,69510,0.0
1500490057,5-1UJMR6UT1,2023-02-23,28568,Инди,848137,The King's Bird,87.0,1.0,M,24,SCH,Санкт-Петербург,20000,0.0
1500455811,5-20CT9C3U9,2023-01-19,28555,Стратегии,847628,Hearts of Iron IV: Battle for the Bosporus - DLC,259.0,1.0,M,21,UGR,Москва,50000,0.0
1500651083,5-30MBB66GC,2023-08-22,28577,Экшн,1720741,Mad Max,353.04,1.0,M,35,GRD,Санкт-Петербург,-20015,803.0
1500518832,5-2GO64AEH4,2023-03-16,28577,Экшн,1458615,Crashday Redline Edition,69.75,1.0,M,33,GRD,Краснодар,134000,0.0
1500362148,5-33UEBS9G8,2022-10-20,28561,Хоррор,847868,Little Nightmares,199.0,1.0,M,16,SCH,Екатеринбург,229948,520.0
1500503416,5-13H82C87Q,2023-03-04,28568,Инди,848907,Beholder,239.0,1.0,M,39,GRD,Воронеж,50000,2204.0
1500538671,5-1FEZ6NZPP,2023-04-10,30658,Другое,1587434,Карта оплаты Xbox Game Pass Ultimate на 1 месяц,882.55,1.0,M,25,SCH,Москва,122000,0.0
1500235998,5-WXIVJZUH,2022-04-04,28568,Инди,1124256,Wartales,1454.88,1.0,M,32,GRD,Москва,314000,6.0
1500553417,5-2QN7TVFUX,2023-05-01,28577,Экшн,848666,Resident Evil 7,329.67,1.0,M,23,SCH,Красноярск,26000,0.0
1500346982,5-2LEFQJJEB,2022-09-27,28565,Симуляторы,849314,Hearts of Iron IV: La Resistance - DLC,217.5,1.0,M,26,GRD,Самара,135051,0.0
1500602039,5-ENTXM44S,2023-06-24,28577,Экшн,1632298,The Wild Eight,148.5,1.0,M,34,GRD,Москва,50000,2425.0
1500394498,5-1597ZBCJT,2022-11-23,29688,Скидки,849087,THE SIMS 4: ISLAND LIVING - DLC,965.0,1.0,F,29,GRD,Москва,373106,0.0
1500633726,5-2OI8PSOAJ,2023-08-02,28568,Инди,1134278,Timberman,3.0,1.0,M,15,UGR,Москва,240174,2889.0
1500267723,5-33VUNHNR5,2022-05-29,28565,Симуляторы,1182252,Beholder 3,252.0,1.0,F,15,SCH,Санкт-Петербург,-68287,3328.0
1500574219,5-1OA4LLT4U,2023-05-25,28577,Экшн,1636727,Horizon Zero Dawn™ Complete Edition,1065.84,1.0,M,21,SCH,Омск,50000,0.0
1500749261,5-2VHU7RMUM,2023-10-29,28562,Приключения,1764411,RoboCop: Rogue City - Alex Murphy Edition - ПРЕДЗАКАЗ,1999.0,1.0,M,34,GRD,Уфа,44000,0.0
1500739437,5-145D9RE86,2023-10-16,28562,Приключения,848666,Resident Evil 7,329.67,1.0,M,27,SCH,Красноярск,80000,0.0
1500322235,5-KME6RJFB,2022-08-27,28568,Инди,847837,Tails Noir,232.5,1.0,M,29,GRD,Москва,-2237,0.0
1500446432,5-YIJZLGQM,2023-01-07,28555,Стратегии,1475490,Cities: Skylines - Financial Districts - DLC,195.0,1.0,M,32,GRD,Москва,245194,0.0
1500281196,5-1ECSEPTXH,2022-06-24,28562,Приключения,1314503,Neon White,550.0,1.0,F,29,GRD,Москва,185364,1676.0
1500425248,5-2BYUCRIJ2,2022-12-23,28565,Симуляторы,847658,Stellaris - Galaxy Edition,232.5,1.0,F,49,UGR,Нижний Новгород,71600,0.0
1500686849,5-21P56UZPR,2023-09-15,28574,Ролевые (RPG),849083,Gothic III,49.75,1.0,M,30,SCH,Москва,88400,0.0
1500597571,5-35CG98AOZ,2023-06-20,28568,Инди,1476168,Townscaper,107.8,1.0,M,15,GRD,Санкт-Петербург,8909,2318.0
1500410241,5-13LL54CJC,2022-12-08,28577,Экшн,1277548,Witch It,137.25,1.0,M,22,SCH,Екатеринбург,38000,612.0
1500361205,5-1H5UIKDDT,2022-10-18,28568,Инди,847546,Squad,1099.0,1.0,F,22,SCH,Воронеж,38000,77.0
1500734428,5-37BL65YML,2023-10-09,28562,Приключения,848666,Resident Evil 7,329.67,1.0,M,42,SCH,Нижний Новгород,-40256,0.0
1500342677,5-38SCXL0BN,2022-09-21,28578,Шутеры,1123658,Chicken Shoot 2,9.9,1.0,M,35,SCH,Москва,32000,4586.0
1500578060,5-HNZ030QQ,2023-05-28,28555,Стратегии,1182252,Beholder 3,180.0,1.0,M,42,GRD,Самара,20000,3328.0
1500310523,4-171MBIMC,2022-08-09,29688,Скидки,848666,Resident Evil 7,340.0,1.0,M,35,UGR,Москва,50000,0.0
1500551561,5-M45TJLFQ,2023-04-28,28562,Приключения,1434703,Little Nightmares,149.75,1.0,M,36,GRD,Санкт-Петербург,164000,520.0
1500403413,5-2VUT14JMV,2022-11-30,28578,Шутеры,848937,RESIDENT EVIL 7 - Gold Edition,599.0,1.0,M,34,SCH,Москва,74000,0.0
1500603635,5-1ZNEPW4MH,2023-06-26,28568,Инди,1424173,Scorn (STEAM),359.6,1.0,M,38,SCH,Ростов-на-Дону,32000,0.0
1500362187,5-2YBY1CB8H,2022-10-20,28587,Аркады,847292,Little Nightmares: Complete Edition,179.0,1.0,M,15,GRD,Москва,-60295,0.0
1500297642,5-31U305E23,2022-07-18,28578,Шутеры,848849,MechWarrior 5: Mercenaries,345.05,1.0,M,29,GRD,Москва,50000,413.0
1500304490,5-2IWB9ZDT6,2022-07-29,28577,Экшн,1269462,Dead Cells,299.4,1.0,F,25,SCH,Москва,78740,198.0
1500345111,5-33P50YPHA,2022-09-24,28565,Симуляторы,848849,MechWarrior 5: Mercenaries,345.05,1.0,M,39,GRD,Москва,38000,413.0
1500312419,5-1YZIKRST4,2022-08-12,28577,Экшн,848678,RESIDENT EVIL 2 - Deluxe Edition,680.0,1.0,M,35,GRD,Москва,530000,0.0
1500283076,5-1HIZFAA6U,2022-06-27,29688,Скидки,890097,Barotrauma,149.75,1.0,M,25,GRD,Санкт-Петербург,110000,10.0
1500514009,5-3EFZXM83E,2023-03-10,28565,Симуляторы,1123873,Bus Driver Simulator - European Minibus - DLC,14.9,1.0,M,15,SCH,Москва,263737,0.0
1500448834,5-39UH72E1I,2023-01-10,30659,Казуальные игры,1277534,SanctuaryRPG: Black Edition,19.5,1.0,M,15,GRD,Челябинск,-9455,0.0
1500244424,5-2RPH8C6XT,2022-04-23,28562,Приключения,1124256,Wartales,1299.0,1.0,M,26,GRD,Москва,128411,6.0
1500329454,5-DXU844XO,2022-09-06,28565,Симуляторы,849159,Big Buck Hunter Arcade,24.9,1.0,M,24,GRD,Москва,158000,0.0
1500311511,5-1MCMT2WPF,2022-08-11,28577,Экшн,848812,Hellpoint,247.6,1.0,M,29,SCH,Санкт-Петербург,104000,3689.0
1500279592,5-2JE00CEX8,2022-06-22,28577,Экшн,1204914,GTFO,1675.01,1.0,M,27,SCH,Москва,-264157,283.0
1500467590,5-2J41RHLLE,2023-02-03,28574,Ролевые (RPG),848895,Gothic Universe Edition,59.8,1.0,M,28,UGR,Санкт-Петербург,50000,0.0
1500561319,5-O5J2EXYZ,2023-05-11,28574,Ролевые (RPG),1485004,Mortal Shell,194.7,1.0,M,29,GRD,Москва,50000,3081.0
1500327739,5-25UMCKUOZ,2022-09-03,30659,Казуальные игры,848240,Marble Duel: Sphere-Matching Tactical Fantasy,56.85,1.0,M,34,SCH,Москва,50000,0.0
1500431435,5-2LIUKQXBC,2022-12-27,28562,Приключения,1434707,Little Nightmares II - Deluxe Edition,559.6,1.0,M,22,UGR,Ростов-на-Дону,119600,0.0
1500579724,5-3HG23KRGS,2023-05-30,28565,Симуляторы,1402067,Hearts of Iron IV: By Blood Alone - DLC,710.0,1.0,M,14,SCH,Волгоград,123138,0.0
1500559399,5-1E39US4BH,2023-05-08,28577,Экшн,1277570,Jets'n'Guns 2,199.5,1.0,M,40,SCH,Москва,254000,0.0
1500233085,5-2H8SYYDXM,2022-04-01,30659,Казуальные игры,1186133,Core Keeper,334.88,1.0,M,26,GRD,Новосибирск,299483,253.0
1500491963,5-2BTBKWC81,2023-02-24,28565,Симуляторы,849001,Beholder 2,72.0,1.0,F,23,GRD,Москва,95746,2781.0
1500232897,5-AXYO2U44,2022-04-01,28574,Ролевые (RPG),1181053,Hero's Hour,558.88,1.0,M,24,SCH,Санкт-Петербург,50000,1906.0
1500749065,5-2VD5W5387,2023-10-28,33164,Бестселлеры,1696109,APEX LEGENDS - 1000 COINS VIRTUAL CURRENCY,982.53,1.0,M,17,UGR,Санкт-Петербург,100949,0.0
1500546314,5-38HREUNQ2,2023-04-20,28577,Экшн,1504420,Sausage Hunter,30.0,1.0,M,16,SCH,Москва,53599,0.0
1500386332,5-22397N9UB,2022-11-17,33164,Бестселлеры,848937,RESIDENT EVIL 7 - Gold Edition,570.0,1.0,M,29,GRD,Москва,98000,0.0
1500566548,5-3FEN5JIEI,2023-05-17,28577,Экшн,1424165,CODE VEIN,269.85,1.0,M,18,GRD,Екатеринбург,48552,929.0
1500565606,5-21YV06GB5,2023-05-16,28565,Симуляторы,1351518,Real Farm – Gold Edition,435.0,1.0,M,22,GRD,Екатеринбург,80000,0.0
1500553310,5-CZVF6Q8D,2023-05-01,28555,Стратегии,847546,Squad,1099.0,1.0,M,26,SCH,Екатеринбург,62000,77.0
1500458472,5-353ZUBB8J,2023-01-23,33164,Бестселлеры,848666,Resident Evil 7,329.0,1.0,M,22,SCH,Новосибирск,56000,0.0
1500549290,5-3TGODCTF,2023-04-25,28568,Инди,1350289,The Dungeon Of Naheulbeuk: The Amulet Of Chaos,279.65,1.0,M,37,SCH,Казань,152811,1705.0
1500281962,5-XIJOIVOC,2022-06-26,28568,Инди,1314503,Neon White,550.0,1.0,M,35,GRD,Санкт-Петербург,84077,1676.0
1500502793,5-DCB4KGO6,2023-03-04,28555,Стратегии,1520402,SpellForce: Conquest of Eo,1100.0,1.0,M,30,UGR,Москва,78200,2459.0
1500347738,5-2BOTRREQP,2022-09-29,28555,Стратегии,890181,Shadow Tactics: Blades of the Shogun,79.9,1.0,M,29,GRD,Москва,302000,609.0
1500493080,5-2S0EE8YC5,2023-02-25,29688,Скидки,848678,RESIDENT EVIL 2 - Deluxe Edition,679.0,1.0,M,17,GRD,Нижний Новгород,-54225,0.0
1500460892,5-23NXMX379,2023-01-26,28562,Приключения,1123716,Solasta: Crown of the Magister - Primal Calling - DLC,136.5,1.0,M,29,UGR,Омск,18271,0.0
1500618833,5-122LQCE7M,2023-07-12,28562,Приключения,1123664,River City Super Sports Challenge ~All Stars Special~,62.85,1.0,M,37,UGR,Москва,170000,0.0
1500439994,5-2ORKHLM9W,2023-01-02,28565,Симуляторы,847493,Cities: Skylines - After Dark - DLC,174.5,1.0,M,19,GRD,Санкт-Петербург,82035,0.0
1500368778,5-34ROM8E36,2022-10-28,28565,Симуляторы,1127141,Calico,289.0,1.0,F,28,UGR,Москва,-136699,0.0
1500541507,5-SR8T78WW,2023-04-13,33164,Бестселлеры,1587436,Ready or Not,1234.05,1.0,M,35,GRD,Санкт-Петербург,20501,201.0
1500736573,5-2XSGVFIB4,2023-10-12,29688,Скидки,848666,Resident Evil 7,329.67,1.0,M,23,SCH,Москва,84800,0.0
1500462601,5-2VNHXS1ZH,2023-01-28,28555,Стратегии,848634,Stellaris: Federations - DLC,217.5,1.0,M,37,GRD,Казань,1190000,0.0
1500447764,5-2IVS6W6L7,2023-01-08,28565,Симуляторы,847571,Stellaris,699.0,1.0,F,18,UGR,Москва,84121,74.0
1500291126,4-1INI7V08,2022-07-06,28578,Шутеры,847929,Contra: Rogue Corps,72.5,1.0,M,41,GRD,Санкт-Петербург,494000,0.0
1500407125,5-3ARITA7LF,2022-12-04,28568,Инди,1124267,Timberman VS,24.4,1.0,M,15,UGR,Москва,111146,3555.0
1500495670,5-3DYQHDK95,2023-02-27,28577,Экшн,848909,Cyber Hook,90.0,1.0,M,11,UGR,Москва,-9640,0.0
1500311487,5-2NNDD21CZ,2022-08-11,33164,Бестселлеры,848195,Apex Legends: 6700 Coins,4599.0,1.0,M,20,SCH,Москва,-30653,0.0
1500586906,5-31G248043,2023-06-07,28577,Экшн,848903,Secret Neighbor,499.0,1.0,M,15,UGR,Москва,68183,1274.0
1500619322,5-25IP7RYSB,2023-07-13,28574,Ролевые (RPG),1423444,Elden Ring,2799.3,1.0,M,32,SCH,Москва,96623,0.0
